CustomerID,R,F,M
15803.0,3,1,2
15804.0,4,4,4
15805.0,3,4,4
15806.0,3,3,3
15807.0,3,3,3
15808.0,1,3,4
15809.0,2,4,2
15810.0,2,3,3
15811.0,3,4,4
15812.0,3,4,4
15813.0,1,2,3
15814.0,4,3,4
15815.0,3,4,4
15819.0,3,3,4
15820.0,1,1,1
15821.0,3,2,2
15822.0,1,2,3
15823.0,1,1,1
15825.0,1,1,2
15826.0,3,3,3
15827.0,2,4,4
15829.0,2,2,2
15830.0,1,1,2
15831.0,4,3,3
15832.0,1,1,3
15834.0,2,3,4
15835.0,3,3,3
15836.0,3,1,1
15837.0,1,1,2
15838.0,4,4,4
15839.0,2,3,3
15840.0,4,2,2
15841.0,2,3,3
15843.0,2,1,1
15844.0,3,1,1
15845.0,4,4,4
15847.0,1,2,2
15850.0,4,2,1
15852.0,1,2,1
15853.0,3,1,1
15854.0,2,4,4
15855.0,2,4,3
15856.0,3,4,4
15857.0,4,1,1
15858.0,4,4,3
15860.0,3,4,3
15861.0,4,4,4
15862.0,2,3,3
15863.0,3,2,1
15864.0,3,4,4
15865.0,4,3,3
15866.0,2,1,1
15867.0,3,4,4
15869.0,2,2,1
15870.0,2,1,2
15872.0,4,2,2
15874.0,2,4,4
15877.0,4,2,2
15880.0,1,1,2
15881.0,1,4,2
15882.0,1,3,2
15883.0,2,2,2
15885.0,2,3,2
15886.0,2,1,1
15888.0,2,1,1
15889.0,1,2,2
15891.0,1,1,2
15894.0,1,2,1
15895.0,2,1,1
15897.0,1,2,1
15898.0,2,4,3
15899.0,1,1,1
15900.0,3,1,2
15901.0,4,3,2
15903.0,4,4,4
15904.0,1,1,1
15906.0,4,4,3
15907.0,1,3,3
15909.0,1,1,1
15910.0,4,4,3
15912.0,1,2,1
15916.0,4,4,3
15917.0,1,1,1
15918.0,1,2,2
15919.0,4,2,2
15920.0,2,3,1
15921.0,1,1,2
15922.0,1,1,2
15923.0,1,1,1
15925.0,1,1,1
15930.0,1,1,2
15932.0,4,4,4
15933.0,3,3,3
15935.0,4,2,2
15937.0,1,1,1
15938.0,2,4,2
15939.0,4,4,4
15940.0,1,1,1
15942.0,2,1,2
15944.0,2,1,2
15945.0,1,1,1
15947.0,2,1,4
15948.0,3,2,3
15949.0,4,2,2
15950.0,2,3,4
15951.0,1,2,3
15952.0,1,3,3
15953.0,4,4,3
15955.0,3,4,4
15957.0,2,1,2
15958.0,2,1,1
15963.0,4,2,2
15965.0,4,3,3
15967.0,3,2,2
15969.0,3,3,2
15970.0,2,1,2
15971.0,4,4,4
15973.0,1,1,2
15974.0,4,4,4
15975.0,2,1,2
15976.0,1,2,2
15977.0,4,2,3
15978.0,2,1,3
15980.0,4,3,4
15981.0,4,4,4
15983.0,3,3,3
15984.0,2,4,4
15985.0,2,2,3
15986.0,2,1,1
15987.0,4,4,3
15988.0,4,1,1
15990.0,3,2,3
15992.0,1,1,1
15993.0,4,4,4
15994.0,3,1,2
15996.0,4,4,3
15998.0,2,4,4
16000.0,2,3,4
16003.0,3,4,4
16005.0,4,3,2
16006.0,4,1,1
16007.0,4,3,4
16008.0,3,3,2
16009.0,3,3,3
16010.0,2,3,2
16011.0,4,4,4
16012.0,2,3,3
16013.0,4,4,4
16014.0,2,3,2
16015.0,3,3,3
16016.0,4,4,3
16017.0,3,1,1
16018.0,4,2,2
16019.0,3,4,4
16020.0,4,3,3
16022.0,1,1,2
16023.0,3,3,3
16024.0,4,1,1
16025.0,3,1,2
16026.0,3,1,1
16027.0,2,4,3
16029.0,3,4,4
16030.0,1,1,2
16031.0,2,2,2
16033.0,4,4,4
16034.0,3,3,2
16036.0,2,2,3
16037.0,2,3,3
16038.0,1,3,2
16040.0,2,3,3
16041.0,2,3,4
16042.0,3,4,3
16043.0,4,3,3
16045.0,4,3,3
16048.0,1,2,1
16049.0,3,3,3
16050.0,1,1,1
16052.0,3,1,2
16053.0,2,2,3
16054.0,2,1,3
16055.0,1,1,1
16056.0,3,1,2
16057.0,4,4,4
16059.0,2,4,3
16062.0,4,3,3
16063.0,1,1,2
16065.0,1,1,2
16066.0,4,4,3
16070.0,3,2,3
16071.0,3,1,2
16072.0,1,1,2
16073.0,1,1,1
16076.0,3,4,4
16078.0,1,1,1
16079.0,4,3,3
16080.0,2,2,1
16081.0,3,4,4
16083.0,2,2,3
16084.0,1,1,2
16085.0,4,4,3
16086.0,3,4,3
16091.0,2,2,2
16092.0,2,3,3
16093.0,2,1,1
16094.0,4,3,3
16096.0,1,1,2
16097.0,1,1,1
16098.0,2,4,4
16099.0,3,3,3
16101.0,2,1,3
16102.0,3,3,4
16103.0,2,4,3
16104.0,2,1,1
16105.0,1,1,2
16106.0,1,1,1
16107.0,4,4,4
16108.0,2,1,3
16109.0,1,2,2
16110.0,3,3,3
16112.0,2,3,1
16113.0,2,1,1
16114.0,1,1,1
16115.0,4,4,4
16116.0,4,1,2
16117.0,1,1,1
16119.0,2,2,2
16120.0,3,3,3
16121.0,3,2,3
16122.0,3,3,3
16123.0,3,1,2
16124.0,1,1,1
16125.0,1,1,1
16126.0,3,3,4
16127.0,3,1,2
16128.0,4,4,4
16131.0,3,4,4
16133.0,4,4,4
16134.0,3,2,2
16135.0,1,1,2
16136.0,3,3,3
16139.0,4,3,2
16140.0,1,2,3
16141.0,4,1,2
16142.0,1,1,2
16143.0,3,4,4
16144.0,2,1,1
16145.0,4,4,4
16146.0,1,3,3
16147.0,2,1,2
16148.0,1,1,1
16149.0,2,2,1
16150.0,4,4,4
16152.0,1,1,4
16153.0,3,4,4
16156.0,3,4,4
16157.0,4,3,2
16159.0,1,1,2
16160.0,2,2,3
16161.0,4,4,4
16162.0,1,1,1
16163.0,1,2,3
16164.0,4,3,3
16168.0,4,4,4
16169.0,3,3,4
16170.0,3,4,4
16171.0,3,1,1
16172.0,4,4,3
16173.0,4,4,3
16174.0,3,3,3
16175.0,1,3,3
16177.0,3,1,2
16178.0,2,1,1
16179.0,2,1,1
16180.0,2,4,4
16181.0,2,1,1
16182.0,2,3,4
16183.0,1,1,2
16184.0,4,4,3
16185.0,4,2,2
16186.0,4,4,4
16187.0,3,4,4
16188.0,3,3,3
16189.0,4,2,1
16190.0,3,1,1
16191.0,4,4,4
16193.0,1,1,2
16198.0,2,1,2
16200.0,1,2,3
16201.0,3,3,4
16202.0,1,1,2
16203.0,4,3,2
16204.0,3,1,2
16205.0,2,3,3
16206.0,3,3,2
16207.0,3,1,2
16208.0,3,2,2
16209.0,4,4,4
16210.0,4,4,4
16211.0,4,1,2
16212.0,4,2,3
16213.0,2,1,1
16214.0,1,3,3
16215.0,2,1,1
16216.0,1,1,3
16217.0,1,2,1
16218.0,3,4,4
16221.0,2,3,3
16222.0,1,1,3
16224.0,3,3,3
16225.0,3,4,3
16226.0,1,3,1
16227.0,1,1,2
16229.0,3,2,3
16230.0,1,2,2
16232.0,3,3,3
16233.0,2,3,2
16235.0,3,4,3
16236.0,2,1,2
16239.0,3,2,2
16240.0,3,2,4
16241.0,4,4,4
16242.0,4,4,4
16243.0,3,2,2
16244.0,4,2,3
16245.0,3,3,3
16247.0,1,1,1
16248.0,2,1,1
16249.0,3,4,4
16250.0,1,2,2
16253.0,1,2,4
16255.0,4,4,4
16256.0,1,1,3
16257.0,1,1,1
16258.0,3,4,4
16260.0,3,1,3
16261.0,4,3,3
16265.0,4,4,4
16266.0,2,4,3
16268.0,2,2,2
16270.0,1,1,3
16271.0,4,4,3
16272.0,2,1,2
16274.0,1,1,2
16275.0,1,1,2
16276.0,1,1,3
16278.0,2,1,2
16279.0,3,3,3
16281.0,2,1,4
16282.0,1,1,1
16283.0,3,4,3
16284.0,3,2,3
16287.0,1,1,1
16292.0,2,1,1
16293.0,3,4,4
16295.0,4,3,3
16297.0,1,1,1
16298.0,3,3,2
16302.0,1,1,1
16303.0,3,3,4
16305.0,2,1,2
16306.0,3,4,2
16308.0,2,3,4
16309.0,2,2,3
16311.0,4,2,2
16313.0,3,2,1
16315.0,1,1,1
16316.0,2,4,4
16317.0,4,3,3
16318.0,1,1,2
16319.0,1,1,2
16320.0,2,2,3
16321.0,2,4,2
16322.0,2,2,2
16323.0,1,1,1
16324.0,1,3,2
16325.0,3,3,2
16326.0,4,4,4
16327.0,4,4,4
16330.0,4,3,1
16332.0,3,4,3
16333.0,2,4,4
16337.0,1,1,1
16338.0,1,1,1
16339.0,1,1,1
16340.0,2,1,2
16341.0,3,3,4
16342.0,2,3,2
16343.0,4,2,2
16344.0,1,1,1
16345.0,3,1,2
16347.0,4,2,3
16348.0,2,4,3
16349.0,1,1,1
16350.0,3,3,3
16351.0,3,1,1
16352.0,4,2,2
16353.0,4,4,4
16354.0,2,2,2
16356.0,2,3,1
16357.0,2,3,2
16358.0,2,3,4
16359.0,4,4,4
16360.0,4,4,4
16361.0,4,3,3
16362.0,3,4,3
16363.0,3,1,1
16364.0,4,2,3
16365.0,4,4,3
16366.0,4,1,2
16367.0,1,2,3
16368.0,3,2,2
16369.0,4,3,3
16370.0,2,3,3
16372.0,1,2,2
16374.0,1,2,2
16376.0,4,2,3
16377.0,1,1,3
16378.0,1,3,2
16379.0,4,3,4
16380.0,2,1,4
16383.0,2,2,2
16384.0,3,2,2
16385.0,2,3,2
16386.0,3,2,2
16387.0,1,1,1
16389.0,3,3,3
16392.0,1,1,1
16393.0,4,4,4
16394.0,3,4,3
16395.0,2,4,3
16398.0,2,2,4
16399.0,4,2,2
16400.0,1,1,1
16401.0,4,4,4
16402.0,1,2,1
16403.0,1,1,1
16404.0,2,1,2
16405.0,2,2,1
16406.0,4,1,1
16407.0,4,4,4
16409.0,4,4,4
16411.0,4,2,1
16412.0,3,1,1
16413.0,3,1,1
16414.0,3,2,1
16415.0,3,1,1
16416.0,3,3,3
16418.0,3,3,3
16419.0,2,4,3
16422.0,4,4,4
16423.0,3,1,2
16424.0,1,1,1
16425.0,2,1,1
16426.0,3,4,4
16427.0,1,2,1
16429.0,2,1,1
16430.0,3,1,1
16431.0,2,3,2
16432.0,1,1,1
16433.0,3,1,1
16434.0,3,4,3
16438.0,3,4,3
16440.0,3,4,4
16441.0,1,2,2
16442.0,2,3,2
16444.0,3,3,2
16445.0,1,1,1
16446.0,2,2,4
16447.0,2,1,1
16448.0,1,1,1
16449.0,1,2,3
16450.0,2,1,2
16451.0,2,1,1
16454.0,3,2,1
16455.0,2,4,4
16456.0,2,4,4
16457.0,1,1,1
16458.0,4,4,4
16460.0,3,3,3
16461.0,1,1,1
16462.0,2,3,1
16463.0,3,3,3
16464.0,4,3,3
16466.0,4,4,3
16468.0,2,1,1
16469.0,3,3,2
16470.0,3,3,3
16471.0,2,1,1
16473.0,1,3,2
16474.0,4,4,4
16475.0,4,3,2
16477.0,2,4,4
16478.0,3,3,2
16479.0,4,2,1
16480.0,2,1,3
16482.0,4,1,1
16483.0,1,1,1
16484.0,1,2,2
16485.0,2,1,2
16488.0,2,3,2
16491.0,3,1,3
16493.0,2,3,3
16494.0,1,1,3
16495.0,2,3,3
16496.0,1,3,3
16497.0,3,4,4
16498.0,1,2,1
16499.0,1,2,2
16500.0,4,4,2
16503.0,2,3,3
16504.0,3,1,2
16505.0,2,1,3
16506.0,4,2,1
16509.0,1,1,2
16510.0,1,1,1
16511.0,3,3,3
16513.0,4,3,3
16515.0,4,4,3
16516.0,2,1,1
16517.0,2,1,1
16518.0,2,2,2
16519.0,3,2,1
16520.0,1,3,3
16523.0,4,4,4
16525.0,4,4,4
16526.0,1,1,1
16527.0,2,1,1
16528.0,1,1,1
16529.0,1,1,2
16531.0,3,4,3
16532.0,4,3,4
16533.0,4,3,3
16535.0,1,1,2
16536.0,2,1,2
16539.0,2,3,3
16542.0,3,1,1
16545.0,1,1,2
16546.0,1,2,3
16549.0,4,4,4
16550.0,2,4,4
16551.0,1,3,3
16552.0,3,2,2
16553.0,2,4,4
16554.0,4,3,3
16555.0,2,2,1
16556.0,2,4,4
16557.0,3,2,1
16558.0,3,4,4
16560.0,3,2,3
16561.0,3,2,2
16563.0,3,1,3
16565.0,1,1,1
16566.0,4,4,2
16567.0,1,2,3
16569.0,1,1,1
16570.0,4,4,4
16571.0,3,3,3
16572.0,3,3,3
16573.0,2,2,2
16574.0,2,1,2
16581.0,2,1,1
16582.0,2,1,2
16583.0,1,1,1
16584.0,2,2,3
16586.0,1,1,2
16587.0,1,1,1
16589.0,2,3,2
16591.0,1,1,1
16592.0,4,4,4
16593.0,3,3,2
16594.0,2,1,1
16595.0,2,1,2
16596.0,4,2,1
16597.0,1,1,1
16598.0,1,1,1
16600.0,4,4,3
16601.0,3,1,1
16602.0,1,1,2
16603.0,2,2,2
16607.0,4,4,4
16609.0,4,4,4
16610.0,1,1,1
16611.0,1,1,1
16612.0,4,3,3
16613.0,2,1,2
16614.0,2,2,2
16616.0,4,2,2
16617.0,1,2,1
16618.0,2,4,4
16619.0,1,2,1
16620.0,1,2,1
16621.0,3,3,3
16623.0,2,2,1
16624.0,2,2,3
16625.0,2,2,2
16626.0,3,4,4
16627.0,2,2,2
16628.0,3,4,4
16629.0,2,2,2
16633.0,4,4,4
16634.0,1,2,1
16637.0,2,3,3
16638.0,3,4,4
16639.0,2,3,3
16641.0,2,2,1
16642.0,1,2,3
16643.0,2,2,2
16644.0,3,2,3
16647.0,1,2,1
16648.0,3,2,1
16650.0,2,2,2
16652.0,4,4,4
16653.0,4,2,3
16654.0,2,3,2
16655.0,4,4,4
16656.0,4,4,4
16657.0,4,3,3
16658.0,1,2,1
16659.0,1,2,1
16660.0,4,3,3
16665.0,1,2,1
16666.0,4,2,1
16667.0,1,2,2
16668.0,4,4,1
16669.0,3,3,3
16670.0,4,4,4
16671.0,3,3,4
16672.0,4,4,4
16674.0,3,2,2
16676.0,2,3,3
16678.0,4,4,4
16679.0,1,2,1
16680.0,3,2,1
16681.0,2,4,4
16682.0,3,4,3
16684.0,4,4,4
16685.0,2,2,2
16686.0,3,4,4
16688.0,4,3,3
16689.0,2,2,2
16690.0,2,2,1
16692.0,1,2,3
16693.0,1,2,2
16696.0,2,3,2
16697.0,4,2,1
16698.0,1,2,4
16700.0,4,4,4
16701.0,4,4,4
16705.0,4,4,4
16706.0,2,3,2
16708.0,3,2,2
16709.0,2,4,4
16710.0,4,4,4
16711.0,3,4,3
16712.0,4,4,4
16713.0,4,4,4
16714.0,1,3,3
16715.0,2,2,1
16716.0,1,2,3
16717.0,3,4,4
16718.0,1,2,2
16719.0,4,4,4
16720.0,3,2,1
16721.0,1,2,1
16722.0,4,4,4
16723.0,2,2,2
16725.0,2,4,3
16726.0,3,4,3
16727.0,1,2,1
16728.0,3,3,3
16729.0,4,4,4
16730.0,3,3,3
16732.0,2,2,2
16734.0,3,3,2
16735.0,2,4,4
16737.0,3,2,2
16738.0,1,2,1
16739.0,1,2,2
16742.0,3,2,2
16743.0,4,4,4
16744.0,4,4,3
16745.0,4,4,4
16746.0,4,4,4
16747.0,1,2,3
16748.0,4,4,3
16750.0,3,4,2
16751.0,2,2,4
16752.0,1,2,1
16753.0,4,2,1
16754.0,1,2,4
16755.0,2,3,3
16756.0,2,2,1
16757.0,1,2,1
16758.0,1,2,2
16759.0,2,3,3
16761.0,1,2,2
16762.0,4,3,3
16763.0,1,2,2
16764.0,4,4,4
16765.0,1,2,1
16766.0,3,2,3
16767.0,2,4,4
16768.0,3,3,2
16769.0,1,2,2
16770.0,3,4,3
16771.0,2,4,4
16773.0,3,2,1
16774.0,2,3,2
16775.0,4,4,4
16776.0,2,2,2
16777.0,2,2,1
16778.0,2,2,1
16779.0,4,4,4
16780.0,2,2,2
16781.0,1,2,2
16782.0,4,4,4
16784.0,4,2,1
16788.0,2,2,2
16789.0,1,2,1
16790.0,4,4,3
16791.0,3,4,4
16792.0,1,2,1
16793.0,3,2,1
16794.0,4,4,3
16795.0,1,2,2
16796.0,3,2,1
16800.0,4,2,3
16801.0,3,3,3
16803.0,1,2,2
16804.0,3,3,2
16805.0,1,2,2
16806.0,2,3,3
16807.0,2,3,3
16808.0,2,2,1
16809.0,3,4,3
16810.0,1,2,2
16811.0,4,2,2
16812.0,1,2,2
16813.0,3,4,4
16814.0,4,4,4
16816.0,2,3,2
16817.0,3,4,3
16818.0,4,4,4
16820.0,1,2,2
16823.0,1,2,2
16824.0,4,2,2
16825.0,2,2,3
16826.0,3,2,2
16828.0,2,2,1
16829.0,1,2,1
16830.0,1,2,2
16832.0,2,3,1
16833.0,2,3,3
16834.0,1,2,2
16835.0,1,2,1
16836.0,3,2,1
16837.0,3,4,4
16838.0,1,2,2
16839.0,4,4,4
16841.0,2,4,4
16842.0,2,3,3
16843.0,4,4,4
16846.0,3,2,1
16847.0,3,2,1
16848.0,3,2,1
16849.0,1,2,1
16850.0,2,2,2
16851.0,3,3,2
16852.0,4,2,1
16855.0,3,2,2
16856.0,4,2,1
16858.0,1,2,2
16859.0,2,2,3
16861.0,3,2,1
16863.0,2,2,2
16866.0,2,3,1
16869.0,3,3,3
16871.0,3,4,4
16872.0,2,3,3
16873.0,2,4,4
16875.0,2,4,4
16877.0,4,4,3
16878.0,2,2,1
16880.0,2,4,3
16881.0,1,2,2
16882.0,1,3,3
16883.0,1,2,1
16884.0,1,2,2
16885.0,4,3,2
16887.0,1,2,1
16889.0,2,3,3
16891.0,2,4,3
16892.0,4,4,2
16893.0,1,2,1
16895.0,1,2,1
16897.0,1,2,1
16898.0,3,3,2
16899.0,4,4,3
16900.0,4,3,3
16902.0,2,2,4
16903.0,3,2,2
16904.0,3,4,4
16905.0,4,4,4
16906.0,2,3,2
16907.0,3,4,3
16909.0,2,2,2
16910.0,4,4,3
16912.0,3,4,4
16913.0,1,2,1
16914.0,1,2,1
16915.0,4,4,2
16916.0,3,2,2
16917.0,2,2,2
16918.0,3,4,3
16919.0,4,4,4
16921.0,2,2,1
16923.0,4,4,4
16924.0,3,3,3
16926.0,1,2,1
16927.0,2,3,2
16928.0,3,4,4
16929.0,4,4,3
16930.0,3,3,2
16931.0,4,4,4
16932.0,3,2,1
16933.0,2,2,2
16934.0,3,2,3
16936.0,3,2,1
16938.0,4,3,4
16940.0,3,3,4
16942.0,4,4,4
16943.0,4,3,3
16945.0,4,4,4
16947.0,1,2,2
16948.0,2,3,2
16949.0,3,4,3
16950.0,3,3,3
16951.0,2,3,3
16952.0,2,2,1
16953.0,2,2,1
16954.0,4,4,4
16955.0,2,3,2
16956.0,4,2,2
16957.0,1,2,2
16959.0,2,2,1
16960.0,2,3,2
16961.0,2,2,1
16963.0,1,2,1
16965.0,1,2,1
16966.0,4,4,4
16967.0,1,2,2
16968.0,2,2,2
16969.0,3,3,2
16971.0,1,2,2
16976.0,1,2,1
16978.0,2,2,2
16979.0,4,4,4
16980.0,1,2,3
16982.0,2,2,2
16983.0,4,4,4
16984.0,4,2,4
16985.0,4,4,4
16986.0,3,2,4
16987.0,3,4,3
16988.0,1,2,1
16989.0,4,4,3
16990.0,1,2,1
16992.0,4,4,3
16996.0,2,4,3
16997.0,1,3,3
16998.0,2,3,1
16999.0,3,2,2
17001.0,3,4,4
17002.0,2,3,3
17004.0,3,2,3
17006.0,4,3,3
17007.0,3,4,3
17010.0,4,2,1
17011.0,2,2,1
17014.0,2,3,2
17015.0,3,3,4
17017.0,4,4,4
17018.0,3,2,3
17019.0,4,3,3
17022.0,2,2,1
17024.0,3,3,1
17025.0,2,3,2
17026.0,2,2,1
17027.0,2,4,3
17029.0,2,2,3
17030.0,2,2,1
17031.0,4,2,2
17033.0,2,3,3
17034.0,4,3,3
17035.0,2,2,2
17037.0,2,2,3
17038.0,2,2,1
17040.0,2,2,2
17041.0,3,3,3
17042.0,2,4,3
17043.0,3,3,4
17044.0,3,2,3
17045.0,2,3,2
17046.0,1,2,2
17047.0,2,3,3
17048.0,4,3,3
17049.0,3,4,4
17050.0,1,4,4
17051.0,1,2,1
17052.0,3,2,2
17053.0,1,2,2
17054.0,3,4,3
17058.0,2,3,3
17059.0,3,4,4
17060.0,1,2,1
17061.0,2,4,4
17062.0,1,3,2
17063.0,3,4,3
17064.0,4,3,3
17068.0,4,4,4
17069.0,3,4,4
17070.0,2,2,2
17071.0,4,4,4
17073.0,4,3,3
17075.0,4,3,3
17076.0,3,3,3
17078.0,1,2,2
17079.0,2,2,1
17080.0,3,2,1
17081.0,3,2,1
17082.0,1,2,4
17083.0,2,3,3
17084.0,1,2,4
17085.0,2,4,3
17086.0,3,4,4
17088.0,3,3,4
17090.0,4,4,4
17091.0,2,4,4
17092.0,3,3,4
17094.0,1,2,1
17095.0,3,3,3
17096.0,4,3,3
17097.0,4,4,3
17100.0,4,2,3
17101.0,4,3,3
17102.0,1,2,1
17105.0,1,2,2
17107.0,2,4,4
17109.0,3,4,3
17110.0,1,2,1
17111.0,3,2,1
17114.0,2,4,3
17115.0,2,3,3
17117.0,1,2,1
17118.0,1,2,1
17119.0,3,2,2
17120.0,1,2,2
17122.0,4,2,1
17123.0,1,2,2
17124.0,2,2,1
17125.0,3,2,1
17126.0,2,4,3
17128.0,2,2,1
17131.0,3,4,4
17133.0,4,4,4
17134.0,2,2,2
17135.0,4,4,3
17138.0,2,2,2
17139.0,4,4,4
17140.0,1,2,2
17142.0,1,2,2
17144.0,2,2,3
17146.0,2,3,3
17147.0,3,3,4
17148.0,3,2,1
17152.0,1,3,4
17153.0,3,2,1
17154.0,2,2,2
17155.0,4,2,1
17157.0,1,2,2
17158.0,2,3,3
17159.0,3,3,3
17160.0,4,4,4
17162.0,3,4,4
17163.0,3,2,1
17164.0,3,4,4
17165.0,1,2,1
17166.0,1,2,1
17169.0,3,2,3
17171.0,1,2,1
17172.0,2,2,2
17173.0,4,4,4
17174.0,1,2,1
17175.0,4,3,3
17176.0,1,2,1
17179.0,1,3,3
17180.0,4,3,3
17181.0,3,2,1
17183.0,3,4,4
17186.0,3,2,1
17187.0,1,2,1
17188.0,4,4,4
17189.0,2,2,2
17190.0,4,3,2
17191.0,3,4,4
17193.0,4,4,4
17194.0,3,3,1
17197.0,3,2,3
17198.0,3,3,3
17201.0,3,2,2
17203.0,3,4,4
17204.0,4,3,3
17205.0,3,2,2
17206.0,3,2,1
17211.0,4,4,4
17212.0,1,2,1
17213.0,3,4,4
17214.0,2,4,3
17217.0,1,2,1
17218.0,4,4,4
17219.0,2,2,1
17220.0,3,4,4
17221.0,1,3,2
17222.0,1,2,2
17223.0,1,3,2
17226.0,1,2,2
17227.0,4,4,3
17228.0,4,4,4
17229.0,2,3,2
17230.0,1,4,4
17231.0,4,4,4
17232.0,4,3,2
17233.0,1,2,1
17234.0,2,2,1
17235.0,3,3,2
17236.0,4,4,3
17237.0,4,3,2
17238.0,4,4,4
17239.0,1,2,2
17242.0,4,3,3
17243.0,4,4,4
17244.0,3,2,3
17245.0,1,2,1
17247.0,4,2,1
17248.0,3,2,2
17250.0,1,3,2
17251.0,1,2,1
17252.0,2,3,2
17253.0,4,2,1
17254.0,4,3,1
17255.0,3,3,1
17256.0,2,3,1
17259.0,2,3,2
17262.0,3,4,3
17263.0,1,2,1
17265.0,4,3,2
17266.0,2,3,2
17267.0,1,3,2
17268.0,4,3,3
17272.0,3,3,4
17274.0,1,2,1
17277.0,1,3,3
17278.0,4,2,1
17279.0,3,2,1
17282.0,1,3,4
17284.0,3,4,3
17286.0,3,2,1
17287.0,3,4,3
17288.0,4,4,3
17289.0,4,3,3
17290.0,4,3,2
17291.0,1,2,2
17293.0,4,4,4
17295.0,3,3,2
17297.0,4,2,1
17298.0,2,3,2
17299.0,4,3,2
17301.0,3,2,1
17302.0,4,4,3
17303.0,1,2,1
17306.0,4,4,4
17309.0,1,2,1
17311.0,2,3,3
17312.0,2,3,2
17313.0,2,2,4
17314.0,4,4,4
17315.0,4,4,4
17317.0,3,3,4
17320.0,2,3,3
17321.0,1,3,3
17323.0,4,4,3
17324.0,4,3,3
17325.0,1,2,1
17329.0,4,3,2
17330.0,3,3,2
17331.0,2,2,1
17333.0,2,2,2
17334.0,2,3,1
17337.0,4,3,4
17338.0,4,4,4
17339.0,1,3,1
17340.0,3,4,4
17341.0,1,3,3
17343.0,1,2,1
17344.0,3,2,1
17345.0,4,3,2
17346.0,4,4,4
17347.0,2,2,1
17348.0,4,4,3
17349.0,1,2,1
17350.0,3,3,3
17351.0,3,3,2
17353.0,2,3,4
17354.0,3,2,3
17356.0,1,2,1
17357.0,3,3,2
17358.0,2,3,2
17359.0,4,2,1
17360.0,4,3,2
17361.0,3,3,2
17362.0,1,3,2
17364.0,4,4,4
17365.0,4,4,4
17367.0,1,2,1
17368.0,3,4,4
17370.0,2,3,2
17371.0,4,3,2
17372.0,3,4,3
17373.0,3,3,2
17374.0,1,3,2
17375.0,1,3,2
17376.0,2,3,1
17377.0,3,4,4
17379.0,4,2,2
17381.0,4,4,4
17382.0,1,2,1
17383.0,1,2,1
17384.0,4,3,2
17385.0,4,2,1
17386.0,2,4,4
17387.0,4,3,3
17388.0,4,3,3
17389.0,4,4,4
17391.0,1,3,2
17392.0,1,3,2
17394.0,1,2,1
17396.0,3,4,4
17397.0,3,3,3
17398.0,2,3,2
17400.0,1,4,4
17402.0,3,4,4
17403.0,1,2,1
17404.0,4,4,4
17405.0,4,3,3
17406.0,2,3,4
17408.0,1,2,1
17409.0,2,3,3
17410.0,4,4,3
17411.0,4,3,3
17412.0,3,4,3
17414.0,3,3,3
17415.0,2,2,2
17416.0,3,4,4
17418.0,3,3,2
17419.0,4,4,4
17420.0,3,3,2
17422.0,4,4,4
17423.0,3,3,3
17425.0,4,3,3
17426.0,2,4,4
17427.0,2,2,1
17428.0,4,4,4
17429.0,2,3,2
17430.0,2,3,1
17431.0,1,2,2
17432.0,4,3,2
17433.0,4,2,1
17434.0,4,4,4
17436.0,2,3,1
17438.0,1,2,2
17440.0,1,3,1
17442.0,2,4,4
17443.0,1,2,2
17444.0,3,3,4
17446.0,1,3,1
17447.0,3,3,2
17449.0,3,4,4
17450.0,4,4,4
17451.0,4,4,4
17453.0,4,3,2
17454.0,1,3,2
17455.0,1,2,1
17456.0,1,2,1
17457.0,1,4,4
17458.0,4,2,2
17459.0,3,3,2
17460.0,1,4,2
17461.0,3,3,3
17462.0,2,3,3
17463.0,4,4,4
17464.0,1,2,1
17466.0,4,3,3
17468.0,4,3,1
17469.0,4,4,4
17470.0,3,4,3
17472.0,1,3,3
17475.0,2,2,1
17480.0,2,2,2
17481.0,4,3,3
17483.0,2,3,2
17486.0,1,2,2
17489.0,4,3,2
17490.0,2,4,4
17491.0,4,4,4
17492.0,1,2,2
17495.0,1,3,2
17496.0,1,2,1
17498.0,2,2,1
17499.0,1,2,2
17500.0,4,3,3
17501.0,1,3,1
17502.0,4,3,3
17503.0,2,3,2
17504.0,1,4,4
17505.0,1,3,3
17506.0,2,2,1
17507.0,1,3,2
17508.0,1,2,2
17509.0,3,4,4
17510.0,3,2,2
17511.0,4,4,4
17512.0,3,4,4
17513.0,2,2,2
17514.0,1,2,1
17515.0,2,3,2
17516.0,4,4,3
17517.0,1,2,1
17519.0,4,4,4
17520.0,3,2,2
17521.0,3,3,3
17522.0,2,4,3
17523.0,4,3,2
17524.0,1,2,1
17525.0,1,2,2
17526.0,1,3,3
17527.0,3,3,3
17528.0,4,4,4
17530.0,4,4,4
17531.0,1,2,1
17534.0,3,2,1
17535.0,1,2,1
17536.0,1,2,1
17537.0,3,3,3
17538.0,3,2,1
17540.0,3,3,2
17542.0,1,2,1
17545.0,3,3,2
17548.0,1,2,1
17549.0,3,3,1
17550.0,2,3,1
17551.0,1,2,1
17552.0,2,3,3
17553.0,1,2,3
17554.0,4,4,4
17555.0,4,3,2
17556.0,1,2,1
17557.0,4,3,2
17560.0,2,3,3
17561.0,4,2,1
17562.0,4,4,3
17564.0,3,3,2
